User Acct,Tweet ID,Tweet Time,Favorite Count,Tweet Text,Compound SA,Positive SA,Neutral SA,Negative SA
bbcnews,BBC News (UK),Mon Nov 23 12:48:17 +0000 2020,0,RT @BBCScotlandNews: .@NicolaSturgeon says progress is being made between the governments of the UK for a common position for Christmas eas…,0.4215,0.123,0.877,0.0
bbcnews,BBC News (UK),Mon Nov 23 12:45:16 +0000 2020,0,"RT @BBCBusiness: Gyms 🏋️

Non-essential shops 🛍️

Both have been closed in England since 5 November, but are expected to reopen in all area…",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 12:41:33 +0000 2020,0,"RT @BBCScotlandNews: .@NicolaSturgeon confirms East Lothian will move from level 3 to level 2 from tomorrow, but Midlothian may not and may…",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 12:31:06 +0000 2020,0,"RT @BBCPolitics: Ministers have duty to stop bullying, says Boris Johnson

On Friday the PM overruled his own adviser on ministerial standa…",-0.7269,0.0,0.766,0.234
bbcnews,BBC News (UK),Mon Nov 23 12:30:24 +0000 2020,1929,"As Oxford/AstraZeneca becomes the latest Covid vaccine to publish trial results, how does it compare to others?… https://t.co/VR4aybUOaW",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 12:24:01 +0000 2020,0,"RT @BBCSport: What can be decided in the fourth round of #ChampionsLeague group games?

Here's all you need to know 👉https://t.co/qtkyxZisR…",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 12:18:27 +0000 2020,168,"Bike from Banksy's hula-hooping girl replaced in Nottingham 🚲
https://t.co/ud5CZAi9jv",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 11:56:44 +0000 2020,0,RT @BBCNews: Tributes to D-Day veteran who 'taught peace' to children https://t.co/qZ4JnRIrma,0.5423,0.241,0.759,0.0
bbcnews,BBC News (UK),Mon Nov 23 11:27:38 +0000 2020,0,"RT @BBCPolitics: From January, goods moving between the UK and EU will be subject to new customs controls, but some in the industry fear di…",-0.6486,0.0,0.848,0.152
bbcnews,BBC News (UK),Mon Nov 23 11:27:28 +0000 2020,0,"RT @BBCSport: ""Liverpool remain the team to beat in the Premier League title race.""

What do you think? Are they?

👉 https://t.co/fLUlNBOT8…",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 11:23:03 +0000 2020,380,How did they develop the Oxford Covid-19 vaccine so quickly? https://t.co/tZhxMAUtgM,0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 10:53:07 +0000 2020,0,"RT @BBCBreakfast: Gyms and non-essential shops in all areas are expected to be allowed to reopen when England's lockdown ends.
Boris Johnso…",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 10:52:32 +0000 2020,0,"RT @BBCSport: Arsenal and Leeds have both condemned the ""vile"" abuse directed at Nicolas Pepe and Ezgjan Alioski after Sunday's Premier Lea…",-0.9042,0.0,0.629,0.371
bbcnews,BBC News (UK),Mon Nov 23 10:28:25 +0000 2020,64,Liverpool manager Jurgen Klopp urges Sky &amp; BT to fix Premier League broadcast schedule https://t.co/UnuBaOCySf,0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 09:56:25 +0000 2020,0,"RT @BBCPolitics: Government promises all care home residents will be able to hug and touch relatives again by 2021

https://t.co/hfmg2ZZlfb",0.836,0.344,0.656,0.0
bbcnews,BBC News (UK),Mon Nov 23 09:55:07 +0000 2020,434,Claudia Winkleman replaces Graham Norton on @BBCRadio2 Saturday mornings https://t.co/ZDDRToh9sm,0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 09:17:54 +0000 2020,489,"Oxford vaccine trial results are ""incredibly exciting news"", PM Boris Johnson says

Follow latest reaction &amp; analys… https://t.co/NFZZHrjwgA",0.5413,0.17,0.83,0.0
bbcnews,BBC News (UK),Mon Nov 23 08:57:24 +0000 2020,0,"RT @BBCBreakfast: Steve McQueen’s #SmallAxe series looks at the past experiences of London’s West Indian community.
Actor John Boyega stars…",0.0,0.0,1.0,0.0
bbcnews,BBC News (UK),Mon Nov 23 08:32:42 +0000 2020,0,"RT @BBCBreakfast: ""70% is better than the flu vaccine is in most years""
Prof Andrew Pollard from the Oxford Vaccine Group explains on #BBCB…",0.0772,0.105,0.8,0.095
bbcnews,BBC News (UK),Mon Nov 23 08:17:01 +0000 2020,0,"RT @BBCBreakfast: ""I still re-live the trauma""
In an exclusive interview with #BBCBreakfast, Darryn Frost, the man who stabbed the London B…",-0.6369,0.057,0.725,0.218
cbsnews,CBS News,Mon Nov 23 17:15:00 +0000 2020,3086,Grandma who accidentally invited teen she didn't know to Thanksgiving dinner celebrates fifth holiday with him afte… https://t.co/xIlPKakMGD,0.6124,0.269,0.63,0.101
cbsnews,CBS News,Mon Nov 23 17:12:35 +0000 2020,0,RT @MikevWUSA: NOW &gt;&gt; GSA Body Bag protest — the group @RefuseFascism just had a silent procession outside the General Services Administrat…,-0.25,0.0,0.913,0.087
cbsnews,CBS News,Mon Nov 23 17:00:25 +0000 2020,147,"Cuomo says New York's low COVID positivity rate of 3% ""can change in an instant"" if people don't remain careful

""I… https://t.co/GqnMJ9wiDq",0.1916,0.128,0.735,0.137
cbsnews,CBS News,Mon Nov 23 17:00:01 +0000 2020,63,Pope Francis says he understands COVID sufferers' anguish thanks to his own brush with death https://t.co/MiELJRzuZ7,-0.8519,0.111,0.46,0.429
cbsnews,CBS News,Mon Nov 23 16:53:48 +0000 2020,0,"RT @edokeefe: Per ⁦@CBSNews⁩ UN reporter ⁦@PamelaFalk⁩: LTG was a foreign service officer during Reagan admin, an ambassador and Asst Sec o…",0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 16:53:10 +0000 2020,87,WATCH LIVE: New York Gov. Andrew Cuomo holds press conference on COVID-19 as the state's cases rise… https://t.co/eFK2xz6t8R,0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 16:44:57 +0000 2020,23,ICYMI: A look back at Sunday's 60 Minutes https://t.co/l1h4PP7eRp,0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 16:29:37 +0000 2020,46,Coast Guard searches for crew after 82-foot fishing boat sinks in Atlantic https://t.co/sTGTlDfNvS,0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 16:15:00 +0000 2020,52,"Greenhouse gas levels at new high despite hopeful ""blip"" from anti-COVID lockdowns https://t.co/TZ7U9QoZ7s",-0.4023,0.0,0.816,0.184
cbsnews,CBS News,Mon Nov 23 16:00:00 +0000 2020,75,Temperatures in the Arctic are astonishingly warmer than they should be https://t.co/l8r31TOpFW,0.296,0.167,0.833,0.0
cbsnews,CBS News,Mon Nov 23 15:54:15 +0000 2020,46,WATCH LIVE: New York City Bill de Blasio holds a press conference on the city's COVID-19 response… https://t.co/zFgpXIW8xC,0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 15:44:52 +0000 2020,67,"Downsized Thanksgiving plans are putting small turkeys in high demand, which some farms can't meet https://t.co/lhBJHS3VgU",-0.128,0.0,0.909,0.091
cbsnews,CBS News,Mon Nov 23 15:30:00 +0000 2020,103,"Nevada governor issues three-week ""statewide pause"" as coronavirus cases rise https://t.co/5b5p2FV6Gi",0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 15:14:34 +0000 2020,518,Biden expected to pick longtime diplomat Linda Thomas-Greenfield as U.S. ambassador to U.N. https://t.co/4nHiaL2ZdQ,0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 15:00:05 +0000 2020,252,Biden to appoint Jake Sullivan as national security adviser https://t.co/rQdN4oyOo3,0.34,0.211,0.789,0.0
cbsnews,CBS News,Mon Nov 23 14:45:00 +0000 2020,351,"Sturgis Motorcycle Rally in South Dakota ignited COVID-19 outbreak in Minnesota, study finds https://t.co/GmenElDsHE",0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 14:29:38 +0000 2020,237,Taylor Swift takes home third straight artist of the year award at 2020 AMAs https://t.co/B4VaPJgmmk,0.7351,0.375,0.625,0.0
cbsnews,CBS News,Mon Nov 23 14:28:25 +0000 2020,0,RT @finnygo: .@CBSNews confirms that @JoeBiden will name Jake Sullivan as his national security advisor per sources to @margbrennan. Sulliv…,0.34,0.112,0.888,0.0
cbsnews,CBS News,Mon Nov 23 14:28:16 +0000 2020,0,"RT @Grace_Segers: With the presidential race (mostly) in the rearview mirror, all eyes are on the Georgia runoff elections. Our latest for…",0.0,0.0,1.0,0.0
cbsnews,CBS News,Mon Nov 23 14:27:58 +0000 2020,0,"RT @CBSThisMorning: Michigan and Pennsylvania are voting to certify their election results today, declaring President-elect Joe Biden as th…",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 14:30:06 +0000 2020,251,"As the pandemic has transformed Zoom into an essential tool for schools, church groups, weddings, and the cabinet o… https://t.co/1rMDrjQJbA",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 14:20:06 +0000 2020,701,Taylor Swift took the crown from Taylor Swift at the American Music Awards and had quite the explanation for not be… https://t.co/P9q5WNZmNn,0.6808,0.258,0.742,0.0
cnn,CNN,Mon Nov 23 14:10:04 +0000 2020,961,"Since Gov. Ron DeSantis reopened Florida in late September, the number of reported Covid-19 cases per week in the s… https://t.co/T2OvFuKevI",0.0772,0.061,0.939,0.0
cnn,CNN,Mon Nov 23 14:00:09 +0000 2020,331,"In the past two decades, more Latino students have been going to college. Now the coronavirus pandemic is forcing m… https://t.co/5688TxWepn",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 13:45:08 +0000 2020,754,"All eyes are on Michigan on Monday, one of five key states hitting deadlines in the coming days to officially confi… https://t.co/KWfTtOxpqM",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 13:30:07 +0000 2020,113,"📩 Sign up to get the facts on coronavirus delivered to your inbox daily: https://t.co/4fKkMkbodP

Here's everything… https://t.co/NKvLJohroQ",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 13:15:04 +0000 2020,817,"Two employees of the fire department in Kansas City, Missouri, have died from Covid-19 in two days, a devastating d… https://t.co/bdmQ5nV7O3",-0.8834,0.0,0.636,0.364
cnn,CNN,Mon Nov 23 13:00:16 +0000 2020,222,"From surging case numbers to record hospitalizations, the US is grappling with what experts long warned could be th… https://t.co/MRMNIB1ucq",-0.2732,0.0,0.9,0.1
cnn,CNN,Mon Nov 23 12:50:38 +0000 2020,1909,This 10-year-old is on a mission to help feed thousands of people across Texas https://t.co/HWAY9F2v2o,0.4019,0.162,0.838,0.0
cnn,CNN,Mon Nov 23 12:30:13 +0000 2020,287,Outdoor dining in Los Angeles County will be shut down as the five-day average of new Covid-19 infections has passe… https://t.co/KcFsyw1YUb,0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 12:14:04 +0000 2020,367,"After Tropical Storm Eta swept across northern Florida earlier this month, a beachgoer made a discovery while walki… https://t.co/BPKilLvO6A",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 12:00:14 +0000 2020,2033,More Republicans are losing patience with Trump's legal absurdities | Analysis by @StCollinson… https://t.co/Duss3oDmxj,-0.3321,0.092,0.733,0.175
cnn,CNN,Mon Nov 23 11:43:06 +0000 2020,1237,"Vegans may be at higher risk for bone fractures, study finds https://t.co/1kNNADyjt5 https://t.co/1TpUPxJvy0",-0.2732,0.0,0.851,0.149
cnn,CNN,Mon Nov 23 11:31:06 +0000 2020,935,"Pat Quinn, one of the co-founders of the viral ALS Ice Bucket Challenge, died Sunday at the age of 37, according to… https://t.co/JqpTiKcW1U",-0.5106,0.05,0.811,0.139
cnn,CNN,Mon Nov 23 11:22:05 +0000 2020,380,Drugmaker AstraZeneca announced on Monday that its experimental coronavirus vaccine has shown an average efficacy o… https://t.co/r7188or4T5,0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 11:15:08 +0000 2020,197,"Part of a Tennessee law banning abortions based on a prenatal diagnosis of Down syndrome or a fetus' race or sex, c… https://t.co/ASmdcmarj2",0.0,0.0,1.0,0.0
cnn,CNN,Mon Nov 23 11:03:54 +0000 2020,283,See who won at the 2020 #AMAs https://t.co/iaTI9zUwlI,0.5719,0.346,0.654,0.0
cnn,CNN,Mon Nov 23 11:00:12 +0000 2020,783,"No one expected him home for the holidays -- but after 118 days in the hospital with Covid-19, Darell Slater will s… https://t.co/7R47Isrkqd",0.0516,0.074,0.861,0.066
cnn,CNN,Mon Nov 23 10:46:05 +0000 2020,1152,Macy's honors New York City's essential workers with holiday window displays https://t.co/e8I4kTERJV https://t.co/BRNJrJzZCR,0.7184,0.353,0.647,0.0
cnn,CNN,Mon Nov 23 10:31:04 +0000 2020,269,"""A number we have not seen in over a decade—300 homicides in a year.""

Los Angeles has reached 300 homicides for th… https://t.co/qOgUsYnrWT",0.1779,0.114,0.886,0.0
foxnews,Fox News,Fri Nov 20 22:37:54 +0000 2020,251,What to expect at Fox Nation's Patriot Awards https://t.co/7jAv0jrGeF,0.4588,0.273,0.727,0.0
foxnews,Fox News,Fri Nov 20 22:29:35 +0000 2020,148,Police respond to 'active situation' at Wisconsin mall https://t.co/VH3Vj2jgZl,0.4019,0.252,0.748,0.0
foxnews,Fox News,Fri Nov 20 21:10:57 +0000 2020,261,Biden transition official asks progressives to wait 'before they pass judgment’ https://t.co/Jb0SvG1slg,0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 21:09:49 +0000 2020,396,Georgia's military voters seen as pivotal bloc in runoffs that will decide Senate control https://t.co/5DK0LjEvYQ,0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 20:15:04 +0000 2020,452,BLM pressures Democrats to embrace bill described as 'roadmap for prison abolition' https://t.co/c2HXbletHX,-0.5106,0.128,0.559,0.313
foxnews,Fox News,Fri Nov 20 19:39:43 +0000 2020,593,WATCH LIVE: Trump to roll out new rules on lowering drug costs amid ongoing election battle https://t.co/IGfGsMI34O,-0.5574,0.0,0.765,0.235
foxnews,Fox News,Fri Nov 20 18:52:12 +0000 2020,1133,"McEnany rips 'inexcusable' 2016 transition, says GSA certification for Biden will come 'at the right moment'
https://t.co/PxDeqvbRrZ",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 18:09:58 +0000 2020,257,"South Carolina pharma firm to provide single-dose COVID vaccine syringes
https://t.co/1bevHTFrdk",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 18:08:53 +0000 2020,3188,"McEnany dismisses reporters shouting questions during briefing: 'I don't call on activists'
https://t.co/YNm7j25ERT",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 17:19:09 +0000 2020,446,"WATCH NOW: Press Secretary Kayleigh McEnany holds first news conference since 2020 election
https://t.co/DLo11x59Nx",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 16:13:33 +0000 2020,880,"Senate seat of longtime GOP lawmaker eyed by Lara Trump, Mark Meadows
https://t.co/PO16phEfW4",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 14:34:25 +0000 2020,331,"Ga. Senate hopeful Raphael Warnock's support for Jeremiah Wright comes under new scrutiny
https://t.co/wZKh5Za48G",0.7184,0.333,0.667,0.0
foxnews,Fox News,Fri Nov 20 14:33:28 +0000 2020,2234,"CDC director says schools are among 'safest places' kids can be
https://t.co/W18VP0oQWA",0.4019,0.197,0.803,0.0
foxnews,Fox News,Fri Nov 20 14:15:59 +0000 2020,396,"Colorado authorities capture convicted felon nicknamed ‘Psycho’ after 24-hour manhunt
https://t.co/zP65OXsnyF",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 12:39:00 +0000 2020,393,"Pennsylvania could be wearing masks ‘to the end of 2021,’ health secretary says
https://t.co/uw1zgknvUA",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 12:01:15 +0000 2020,3392,"Biden turns 78, will be oldest US president
https://t.co/kyY7oLQZdP",0.0,0.0,1.0,0.0
foxnews,Fox News,Fri Nov 20 02:07:27 +0000 2020,686,Biden transition team member urged Dems to use Amy Coney Barrett's faith against her https://t.co/yTtHqv76Jx,0.4215,0.167,0.833,0.0
foxnews,Fox News,Fri Nov 20 02:02:46 +0000 2020,326,AOC and squad rally outside DNC to pressure Biden into embracing Green New Deal https://t.co/AwHgS0TVOy,-0.296,0.0,0.864,0.136
foxnews,Fox News,Fri Nov 20 01:54:42 +0000 2020,7258,"Joe Biden wins presidential race in Georgia, defeating Trump https://t.co/hoQQUw7eDv",0.2732,0.259,0.559,0.182
foxnews,Fox News,Fri Nov 20 01:53:50 +0000 2020,573,Gov. Cuomo faces scrutiny over COVID book deal as residents suffer financial impacts of lockdowns https://t.co/mVq1IMenKX,-0.5423,0.0,0.811,0.189
nytimes,The New York Times,Mon Nov 23 17:30:08 +0000 2020,1715,"“Every time somebody disagrees with me it’s not ’verbal violence,’” said Loretta Ross, a professor who’s challengin… https://t.co/nL8FTnt8E2",-0.3182,0.0,0.881,0.119
nytimes,The New York Times,Mon Nov 23 17:20:06 +0000 2020,257,Republican Senate candidates in Georgia are spending tens of millions of dollars on an almost entirely negative ad… https://t.co/NSjedzZpmD,-0.574,0.0,0.829,0.171
nytimes,The New York Times,Mon Nov 23 17:15:17 +0000 2020,6417,Breaking News: President-elect Joe Biden plans to nominate Alejandro Mayorkas to be the first Latino to run Homelan… https://t.co/J0HnX7Gxom,0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 17:10:04 +0000 2020,283,"The certifications of the vote totals in Michigan, Pennsylvania and elsewhere are the next major steps in formalizi… https://t.co/bAl7xQ1SoJ",0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 17:00:23 +0000 2020,138,"In Opinion

Is there a safe way to celebrate Thanksgiving this year? We asked four Covid-19 experts to tell us thei… https://t.co/FUakygSMLW",0.765,0.248,0.752,0.0
nytimes,The New York Times,Mon Nov 23 16:45:04 +0000 2020,288,Nail salons in New York City have seen a steep decline in customers since reopening in July. Many are now on the ve… https://t.co/piIlJlbPvJ,0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 16:43:41 +0000 2020,0,"RT @nytimesbooks: Here are the 10 Best Books of 2020, selected by the editors of The New York Times Book Review. https://t.co/iqlflBctIi",0.6369,0.167,0.833,0.0
nytimes,The New York Times,Mon Nov 23 16:35:04 +0000 2020,0,"RT @nytimesarts: Taylor Swift's catalog came up (again), Dua Lipa levitated and hip-hop got more airtime. Here are 5 memorable moments from…",0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 16:30:18 +0000 2020,289,“I might have to FaceTime with my dad so he can reteach me how to use a razor.” Ski patrollers are known for their… https://t.co/vlrKR13kwt,0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 16:25:08 +0000 2020,1508,"The National Zoo’s baby panda cub now has a name. Welcome Xiao Qi Ji, a Mandarin phrase that translates to “little… https://t.co/ngdQRYiFBR",0.4588,0.125,0.875,0.0
nytimes,The New York Times,Mon Nov 23 16:20:09 +0000 2020,0,"RT @mccanner: Wanda and Jamal held a small dinner on Friday, where they gave thanks and talked about their friendship. 

During their meal,…",0.7003,0.216,0.784,0.0
nytimes,The New York Times,Mon Nov 23 16:15:21 +0000 2020,0,"RT @nkulish: Valentine's night at Bill Gates private office, his foundation's global health team gathered to look at the Covid-19 models. F…",0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 16:00:07 +0000 2020,344,"The trial of the former French president Nicolas Sarkozy, who faces charges of corruption and influence-peddling, o… https://t.co/AKqOnCMaAf",-0.2732,0.0,0.89,0.11
nytimes,The New York Times,Mon Nov 23 15:45:02 +0000 2020,0,"RT @NYTnickc: The Georgia senate race: already $234 million, per @ad_impact. That's more than the entire primary+general combined. 

Purdue…",0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 15:30:10 +0000 2020,238,A coronavirus vaccine could be approved as soon as December. The head of the Trump administration’s Operation Warp… https://t.co/AAGZ3pp9Ie,0.4215,0.135,0.865,0.0
nytimes,The New York Times,Mon Nov 23 15:15:08 +0000 2020,336,"For many South Korean adoptees, returning to their birth country has become a rite of passage — canceled indefinite… https://t.co/beBXnpLLfs",0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 15:00:07 +0000 2020,320,"Sen. Kelly Loeffler of Georgia, a Republican who is campaigning in a runoff election that could determine control o… https://t.co/mZ6K2VO2QC",0.0,0.0,1.0,0.0
nytimes,The New York Times,Mon Nov 23 14:45:07 +0000 2020,80,"Lire en français: Après une nouvelle vague d'attaques en France, l'arrestation d'enfants accusés d'""apologie du ter… https://t.co/HSQMhtTl2Z",-0.1027,0.0,0.92,0.08
nytimes,The New York Times,Mon Nov 23 14:44:05 +0000 2020,355,"As France grapples with new Islamist attacks, the arrest of children as young as 10 on charges of ""defending terror… https://t.co/nfYoWvAReT",-0.7506,0.0,0.709,0.291
nytimes,The New York Times,Mon Nov 23 14:30:11 +0000 2020,344,"Thanks to a baseless push by President Trump and other Republicans to overturn the election results, the Michigan B… https://t.co/6NdrRHeLSh",0.4404,0.132,0.868,0.0
